setting,method,scope,target_id,outer_fold,phase,auc
smollm2,without_likelihood,target_id_fold_mean,smollm2_3,,,0.5968455939819141
smollm2,without_likelihood,target_id_fold_mean,smollm2_4,,,0.5616610278797572
smollm2,without_likelihood,target_id_fold_mean,smollm2_5,,,0.5784169317944527
smollm2,without_likelihood,target_id_fold_mean,smollm2_6,,,0.554688256775608
smollm2,without_peak,target_id_fold_mean,smollm2_1,,,0.6057691976498271
smollm2,without_peak,target_id_fold_mean,smollm2_2,,,0.5833663656747007
smollm2,without_peak,target_id_fold_mean,smollm2_3,,,0.61776394248939
smollm2,without_peak,target_id_fold_mean,smollm2_4,,,0.5980421442563735
smollm2,without_peak,target_id_fold_mean,smollm2_5,,,0.5986865408443938
smollm2,without_peak,target_id_fold_mean,smollm2_6,,,0.6088045686802358
smollm2,without_trajectory,target_id_fold_mean,smollm2_1,,,0.5717312899433026
smollm2,without_trajectory,target_id_fold_mean,smollm2_2,,,0.5892800586014626
smollm2,without_trajectory,target_id_fold_mean,smollm2_3,,,0.6159170407004882
smollm2,without_trajectory,target_id_fold_mean,smollm2_4,,,0.6070799287470262
smollm2,without_trajectory,target_id_fold_mean,smollm2_5,,,0.6168222350820416
smollm2,without_trajectory,target_id_fold_mean,smollm2_6,,,0.6140395587064161
